               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 102,            0.016387,             0.01409,           0.0010703,             0.78758,             0.74166,             0.75081,             0.50082,            0.028555,            0.015725,           0.0073422,           0.0077091,           0.0077091,           0.0077091
                 103,            0.016537,            0.014144,           0.0011045,             0.84912,             0.58931,             0.66769,             0.44171,            0.028714,            0.016368,            0.009083,           0.0076679,           0.0076679,           0.0076679
                 104,            0.016229,            0.013921,           0.0012006,             0.90246,             0.62658,             0.69452,             0.46125,            0.029039,            0.016118,           0.0083542,           0.0076265,           0.0076265,           0.0076265
                 105,            0.016001,            0.014345,           0.0010883,             0.89805,             0.65561,             0.73208,             0.49666,            0.028718,            0.016019,           0.0063803,           0.0075848,           0.0075848,           0.0075848
                 106,            0.015861,            0.013723,           0.0010001,             0.85402,             0.69487,             0.74414,             0.49234,            0.028876,            0.015549,           0.0068077,            0.007543,            0.007543,            0.007543
                 107,            0.015745,              0.0136,           0.0011396,             0.86682,             0.68761,             0.74425,             0.51245,            0.028335,              0.0163,            0.007618,           0.0075009,           0.0075009,           0.0075009
                 108,             0.01565,            0.013421,            0.001116,             0.86312,             0.67186,             0.73868,             0.50315,            0.028616,            0.016125,           0.0069744,           0.0074585,           0.0074585,           0.0074585
                 109,            0.015384,            0.013564,          0.00093844,             0.82771,             0.70099,             0.73444,             0.50267,            0.027996,            0.015566,           0.0081416,            0.007416,            0.007416,            0.007416
                 110,            0.015629,             0.01345,           0.0010791,             0.88069,             0.68102,             0.74521,             0.51778,            0.027877,            0.015595,           0.0066737,           0.0073733,           0.0073733,           0.0073733
                 111,            0.015785,            0.013278,          0.00094348,             0.97598,             0.62776,             0.73814,             0.50766,            0.028285,            0.015462,           0.0062017,           0.0073303,           0.0073303,           0.0073303
                 112,            0.015421,              0.0138,           0.0010271,             0.88638,              0.6456,             0.71394,             0.48956,            0.028681,            0.016273,           0.0068238,           0.0072872,           0.0072872,           0.0072872
